content,score,sentiment,predicted_sentiment,appVersion
Too many ads,4,Positive,Negative,9.1.48.1663
add 10 seconds skip and back feature,4,Positive,Negative,9.1.44.2120
alam basic,5,Positive,Negative,
two steps forward one step back please let me customize what order podcast episodes play in. playing newest to oldest just doesnt work for STORY PODCASTS. or even on non serialized ones if im caught up on all the episodes except 2 i want to listen to the older one first. i shouldnt have to go out of my way to do so and i should not have to manually play the most recent episode once the second most recent one finishes,4,Positive,Negative,9.1.50.1906
some song are lack8ng,5,Positive,Negative,9.1.50.1906
haha sakit pero keimri,5,Positive,Negative,
ads😡,1,Negative,Positive,
I love the app overall. but lately I've had to uninstall and reinstall it because it won't load. I've exhausted other options first. but nothing works except uninstalling and reinstalling it.,4,Positive,Negative,9.1.50.1906
it is very very good my mother love this app,1,Negative,Positive,9.1.50.1906
remove the adds and the limited skips,2,Negative,Positive,
should low the capacity of ads for the non subscriber user,4,Positive,Negative,9.1.50.1906
add bahoot aav,4,Positive,Negative,9.1.44.2120
there isn't much to explain tbh,5,Positive,Negative,9.1.50.1906
Nice app but treat u like a stranger without premium adds pop up every minute,1,Negative,Positive,
very good,1,Negative,Positive,
can't pay I don't know why,5,Positive,Negative,9.1.50.1906
if you don't have Spotify premium you get treatment like poor,5,Positive,Negative,9.1.50.1906
"Logged abg i can't open this app, but I rate a 5 star because I think my phone is the problem why isn't working",5,Positive,Negative,9.1.50.1906
WANNA BREAK FROM THE ADS?,5,Positive,Negative,9.1.50.1906
honestly its a good app...if you got premium. if not it just straight treats you like a peasant. it wasn't like this btw:(,2,Negative,Positive,9.1.50.1906
"It's not opening, please fix it",5,Positive,Negative,
The free version was not good showing & playing so many ads & only available 6 skips totally unsatisfied now i purchased the premium version It was superb but very expensive The common fact both versions ( Free version & premium version) the audio quality was the same no changes kindly improve that,4,Positive,Negative,9.1.50.1906
lol spotify,1,Negative,Positive,9.1.50.1906
Woohoo 🎉🎉🎉🎉🎉🎉,1,Negative,Positive,9.1.50.1906
The only thing that's wrong is how many ads there are and I'm not paying for premium,4,Positive,Negative,9.1.50.1906
when I went on i always had to watch the logo and it was boring and also I'm sick so I can't go to the arcade,5,Positive,Negative,9.1.42.2058
"please bring back all the unavailable songs that I like,like do that thang was my favorite song",4,Positive,Negative,9.1.50.1906
After my first review I've updated my review because Spotify response with trying to put forth an effort to resolve my issues.,4,Positive,Negative,
Radio 📻,1,Negative,Positive,9.1.50.1906
Not sure why it is pushing videos more. Stop trying to be YouTube!,4,Positive,Negative,9.1.50.1906
👎👎👎,1,Negative,Positive,9.1.48.1663
to open Spotify music,5,Positive,Negative,9.1.50.1906
"the ""add to playlist"" function isn't completely broken, but it's getting there.",4,Positive,Negative,9.1.48.1663
andi app but visca barca,1,Negative,Positive,9.1.50.1906
"they say free app users get 30 minutes with no ads but for the past 3 hours I've timed it and other than one time, the other times it was just between 10 and 12 minutes 😒",1,Negative,Positive,9.1.50.1906
"it would be great if the app stopped randomly closing or resetting, which makes me open my phone to restart whatever I was listening to. this wasn't an issue until a couple months ago.",1,Negative,Positive,9.1.50.1906
"The app interface has gotten better. I still really miss car mode. I use to use the DJ feature often but more recent it keeps trying to push ""top music"" or ""most listened to in your country"" I am not interested in.",5,Positive,Negative,9.1.50.1906
bad,5,Positive,Negative,9.1.50.1906
nah bro the ads are showing up way too much rather than two ads per half hour,4,Positive,Negative,
"I love Spotify, unfortunately I can't keep a phone long enough to be able to enjoy it, you see. my devices keep getting stolen from me I've spent untold hours searching for and downloading music only to have it taken from me. me",5,Positive,Negative,9.1.50.1906
"So far, I’ve been paying for the subscription for two months, and the price is too high. Why are y’all charging this much? Although, the premium features are wonderful though no ads and great audio quality.",4,Positive,Negative,9.1.50.1906
very addsive,5,Positive,Negative,9.1.44.2120
The Best Platform for Music,1,Negative,Positive,9.1.50.1906
"Spotify has great music quality and playlists, but I really did not like the ad system. The ads come too often and interrupt the listening experience. The app is good overall, but the free version can get frustrating because of so many ads.",5,Positive,Negative,9.1.50.1906
ye toh bilkul bhi best nahi hai main jab bhi koi bhi music Chalata hun toh uski wo chalata nahi chalta islye main isko 0rating dunga,1,Negative,Positive,
komplit bettt... tapi yaa kalo pake kebanyakan pasti di suruh bayar:P,5,Positive,Negative,9.1.50.1906
bad,5,Positive,Negative,9.1.44.2120
it's keeps getting better and better.. but recently..... the app doesn't load I either have to reinstall or update the app before it opens.. pls fix it,5,Positive,Negative,9.1.48.1663
"Used to be playing randomly. But now it'll play any songs we choose. Unlike Utube music, it still play songs even we off hp. Kudos!",5,Positive,Negative,9.1.50.1906
it could be helpful if you guys returned the Mpesa xpress pay really could be helpful a lot,2,Negative,Positive,9.1.50.1906
too much data I,4,Positive,Negative,
I am on premium but doesn't play offline,1,Negative,Positive,9.1.40.1486
lo unico malo son las limitaciones de salteos en canciones sin premium pero la verdad vale la pena pagarlo,5,Positive,Negative,9.1.48.1663
"makin bnyak aje iklannye, kebelet naik haji kah ppk",4,Positive,Negative,9.1.44.2120
kya app hen maja aa gaya,5,Positive,Negative,
"Good selection, and lets you close your screen on free version so you can listen without, well, your screen unlocked. YouTube Music forces you to keep your screen unlocked on free. Pick this. Advertisements are no more frequent than on a radio station. Everything feels fair and the music is all there. Music recommendation is good, but imperfect, and not AS varied as I hoped.",4,Positive,Negative,9.1.50.1906
"greedy!! gave us free skip then suddenly we can't even play back the song before and skip lyrics. and even worse now, limited skip. IT WAS ALREADY GOOD BEFORE!!",5,Positive,Negative,9.1.50.1906
it kept skipping songs on it's own,4,Positive,Negative,9.1.50.1906
Why has my Spotify refused to load and is frustrating me please help me work on it 😡🤬,5,Positive,Negative,9.1.50.1906
at first i tried opening the app but it only showed a gray screen i reinstalled it 2 times for it to load up thank you spotify for the help🙏,5,Positive,Negative,9.1.50.1906
mweke tupige doba offline,4,Positive,Negative,9.1.44.2120
we seriously have to get premium to repeat songs in our playlist now or click any one we want? are you kidding me 😭 y'all are greedy. you seriously can't let us free users have anything nice,4,Positive,Negative,9.1.50.1906
Great app for music the recommendations are great and acurate. But the adds are constantly not working. For example if you watch the add for the 30mins of no add sometimes it will play several add after. And usually dose not give you 30 mins.,1,Negative,Positive,9.1.50.1906
"I deleted every music app just to have this alone,everything is well set and organised",5,Positive,Negative,
"​Spotify is an amazing, trustworthy app for finding new music and hosting Jams with friends. However, the free version makes life hard. You get hit with constant ads, and after a few skips, it blocks you and forces a random shuffle. These annoying restrictions basically force you to pay £12.99 a month for Premium just to listen to your favorite songs in peace. Despite the high monthly cost, it is still a brilliant app that I highly recommend to everyone. Please like this review!",4,Positive,Negative,9.1.44.2120
do you get more skips per songs on your playlist like the normal 6 skips for any list then a extra one skip every 5 songs added? or is that already a thing?,4,Positive,Negative,9.1.50.1906
after recent update app crashes every 20 minutes,4,Positive,Negative,9.1.50.1906
bhot bdia hmm,5,Positive,Negative,9.1.50.1906
"I like that the app plays music in the same mood/genre after the specific music chosen has finished. I do keep getting caught out by pressing ""Search"" while I'm ""in"" my ""Library""; mostly I want a general search.",4,Positive,Negative,9.1.48.1663
ads make me mad ngl,4,Positive,Negative,9.1.50.1906
Unable to play music keep searching.. uninstall and install still the same. Happens after upgrading to the 3 months free premium. Have unsubscribe hopefully will go back to normal.,5,Positive,Negative,9.0.28.630
"My app recently from time to time keeps randomly glitching and logs out of my account it's annoying, I'm sure 100% my account is not hacked or anything like that",4,Positive,Negative,9.1.44.2120
it shows many boring ads that about 30 seconds,5,Positive,Negative,9.1.42.2058
Great but recently I couldn't play music now I have no source of music,1,Negative,Positive,9.1.50.1906
"After the recent updates, the android app has changed from sometimes lagging to horrendously slow. Starting app takes minutes, and switching between songs takes up to 35 seconds. Also it doesn't load album covers or lyrics. Playlists don't show more than couple songs. After listening for an half hour it has loaded the full playlist. I've force stopped app, cleared cache and downloads, unistalled the app, updated my phone, restarted it and downloaded the app again. Nothing changed.",5,Positive,Negative,9.1.50.1906
